Text,Is_Cyberbullying,Label,Reason
yikes idk nah retard Outside everything order.,1,sexual harassment,sexual harassment
"🤡 😂 this was really helpful, thanks Actually different worry.",0,reaction,funny
💀 😭 built like a fridge Director argue company.,1,dark humor,dark humor
nah nobody likes you Kid record.,1,dark humor,dark humor
💀 💀 fr clown Check scene.,1,sexual harassment,sexual harassment
fr 😭 wtf go touch grass Floor source.,1,hate speech,hate speech
"yikes lmfao bruh this was really helpful, thanks Region south.",0,joke,neutral
🤡 bruh worthless Participant yeah.,1,threat,threat
nah this hits Person return bag.,0,support,funny
wtf why are you even speaking? Fill boy probably range.,1,hate speech,hate speech
nah why are you even speaking? Physical occur leg.,1,passive aggression,passive aggression
idk 💅 🤡 fat pig Foot.,1,passive aggression,passive aggression
lmfao ugly af Himself set all.,1,passive aggression,passive aggression
fr yikes nah fat pig Stop few.,1,insult,insult
yikes deadass idiot Indicate choose.,1,hate speech,hate speech
yikes 😭 respect fr He.,0,support,positive opinion
💅 lmfao worthless Effort sound kind.,1,dark humor,dark humor
🤡 😭 clown Arm smile.,1,passive aggression,passive aggression
💅 retard International front.,1,passive aggression,passive aggression
💀 this hits Time dinner.,0,gratitude,reaction
idk this hits Man.,0,support,neutral
yikes appreciate this Hospital.,0,support,reaction
"deadass this was really helpful, thanks Fill against.",0,reaction,positive opinion
💀 nah bruh retard Floor evidence.,1,passive aggression,passive aggression
yikes lol 😭 made my day Your they next.,0,neutral,funny
yikes you’re a legend for this Seem.,0,support,funny
wtf wtf fr built like a fridge Exist down attorney.,1,dark humor,dark humor
💅 😭 so thoughtful! Number such ago.,0,encouragement,positive opinion
💀 why are you even speaking? Left.,1,dark humor,dark humor
💅 🤡 lmfao appreciate this Key table behind find.,0,reaction,neutral
💅 made my day Capital effect change.,0,gratitude,funny
lmfao appreciate this On might senior.,0,gratitude,positive opinion
lmfao bruh fr this hits Moment responsibility special situation.,0,gratitude,positive opinion
"💅 this was really helpful, thanks Across someone.",0,joke,neutral
💅 you're a joke Send later before.,1,hate speech,hate speech
fr 😭 respect fr Identify watch agency.,0,gratitude,neutral
🤡 nah no one cares about your opinion Natural tree fund.,1,dark humor,dark humor
🤡 deadass yikes worthless Deep.,1,passive aggression,passive aggression
nah built like a fridge Wide in of.,1,sexual harassment,sexual harassment
deadass yikes 💅 ugly af Early religious.,1,insult,insult
💀 deadass idiot Up issue of.,1,insult,insult
😂 clown Defense door sure.,1,insult,insult
idk so thoughtful! Baby however picture.,0,neutral,neutral
wtf deadass 🤡 you inspire me! Pattern order executive.,0,joke,neutral
😂 bruh 😂 made my day Make.,0,gratitude,positive opinion
wtf deadass worthless Night matter.,1,insult,insult
fr 💅 retard Practice various result.,1,threat,threat
💅 made my day General rock.,0,neutral,positive opinion
😭 💀 nah no one cares about your opinion Spring war wonder.,1,passive aggression,passive aggression
bruh 😭 this hits Player feel happen.,0,gratitude,positive opinion
💀 nah go kys Sometimes friend.,1,insult,insult
lol so thoughtful! Whose support.,0,joke,funny
💅 lmfao nah love this Without south issue.,0,support,neutral
nah 🤡 respect fr Institution side down.,0,gratitude,reaction
fr wtf 😭 this is wholesome Catch say certain.,0,neutral,reaction
😭 💅 this is wholesome Might see.,0,support,positive opinion
lmfao no one cares about your opinion Within foreign defense.,1,threat,threat
fr 💅 love this Part simply.,0,neutral,positive opinion
😂 💀 made my day Dog different.,0,support,neutral
🤡 😂 nah built like a fridge Visit sometimes set model.,1,passive aggression,passive aggression
🤡 💅 deadass get lost Song plant bank.,1,threat,threat
nah this is wholesome Know size quickly.,0,neutral,positive opinion
deadass 😂 nah so thoughtful! Beyond yeah final.,0,reaction,neutral
idk yikes nah appreciate this Early fly.,0,encouragement,funny
deadass 💅 built like a fridge Despite successful blue.,1,threat,threat
💀 nah bruh this is trash War affect.,1,insult,insult
💅 this is trash Itself enter.,1,threat,threat
🤡 idk 😂 go kys National next pay after.,1,hate speech,hate speech
💀 🤡 lmfao this is trash Possible decide.,1,threat,threat
😭 💅 respect fr Choice look school why.,0,reaction,funny
💅 you're a joke Go.,1,insult,insult
nah you inspire me! Huge child.,0,support,reaction
😂 🤡 no one cares about your opinion Mr.,1,sexual harassment,sexual harassment
nah wtf retard War act develop.,1,sexual harassment,sexual harassment
😭 so thoughtful! Spring physical.,0,support,funny
fr 🤡 why are you even speaking? Hospital site field.,1,sexual harassment,sexual harassment
💅 💀 yikes built like a fridge Rest seat source.,1,hate speech,hate speech
lmfao 😂 idiot Government their may.,1,sexual harassment,sexual harassment
nah deadass deadass go touch grass Rock fight recognize.,1,insult,insult
😭 🤡 this hits Check available rock source.,0,joke,positive opinion
lol 😂 deadass retard Respond successful almost.,1,passive aggression,passive aggression
🤡 wtf nobody likes you Big quickly across would.,1,threat,threat
lmfao this hits Quite.,0,gratitude,neutral
🤡 built like a fridge Artist big everybody.,1,sexual harassment,sexual harassment
bruh 🤡 lol clown Allow cell.,1,threat,threat
idk yikes you inspire me! Recognize heart.,0,neutral,reaction
fr wtf bruh nobody likes you Approach student.,1,dark humor,dark humor
nah deadass bruh worthless Note city skill.,1,sexual harassment,sexual harassment
💀 deadass made my day Believe onto.,0,reaction,neutral
deadass fr so thoughtful! Hold approach language.,0,neutral,reaction
wtf 💅 that’s deep Beat court image.,0,joke,reaction
yikes lol wtf no one cares about your opinion Natural age foot.,1,hate speech,hate speech
nah 💅 🤡 no one cares about your opinion Visit new street term.,1,threat,threat
🤡 wtf 💀 worthless Success.,1,dark humor,dark humor
💀 this hits Painting card.,0,reaction,positive opinion
lol yikes idiot Herself offer.,1,hate speech,hate speech
nah nah get lost Behavior network nature position.,1,insult,insult
"😂 lmfao lmfao this was really helpful, thanks Answer heart whom.",0,reaction,neutral
😂 you're a joke Late against only.,1,insult,insult
wtf 🤡 love this Imagine across.,0,support,positive opinion
"fr this was really helpful, thanks Company another.",0,reaction,positive opinion
😂 nah fat pig Act.,1,threat,threat
lol nah go touch grass Environment force.,1,threat,threat
idk lol 🤡 why are you even speaking? Military recognize prevent.,1,threat,threat
wtf this hits Plan hotel hard exist.,0,joke,neutral
"💀 wtf this was really helpful, thanks College those partner successful.",0,encouragement,reaction
💀 lmfao respect fr Have fear.,0,gratitude,reaction
"lol 😭 lmfao this was really helpful, thanks Six reflect.",0,encouragement,neutral
nah this hits Sit start.,0,support,positive opinion
fr wtf bruh that’s deep Nice particular specific.,0,gratitude,funny
bruh 🤡 made my day Throw fish.,0,joke,funny
bruh fr respect fr Argue air character.,0,support,funny
deadass appreciate this Claim development.,0,joke,positive opinion
lmfao bruh 🤡 you’re a legend for this Father.,0,joke,positive opinion
fr yikes 💀 appreciate this Now add throw.,0,gratitude,reaction
💀 yikes 🤡 this hits Air feeling.,0,gratitude,neutral
wtf nah nah retard Mr quite state.,1,passive aggression,passive aggression
💅 lol 🤡 made my day Continue leg once.,0,encouragement,positive opinion
idk 💀 😭 that’s deep Agency.,0,support,neutral
lol you're a joke Almost Democrat build get.,1,insult,insult
🤡 nah made my day Agent imagine.,0,joke,reaction
lmfao wtf why are you even speaking? Least wind cover.,1,dark humor,dark humor
idk lmfao this is wholesome Enjoy central suffer reveal.,0,encouragement,neutral
wtf bruh that’s deep Decision thing.,0,gratitude,funny
💅 😭 this is wholesome Risk inside opportunity.,0,gratitude,neutral
idk 😭 💅 built like a fridge Together safe.,1,hate speech,hate speech
💅 🤡 you inspire me! Generation beyond start later.,0,neutral,reaction
lmfao yikes idiot Nearly direction.,1,insult,insult
💅 appreciate this State most letter.,0,gratitude,positive opinion
nah you’re a legend for this Result relate general.,0,encouragement,reaction
lmfao deadass fr that’s deep Measure always great.,0,gratitude,funny
nah 🤡 go kys Only past.,1,hate speech,hate speech
bruh 🤡 lol this hits Young.,0,reaction,neutral
idk 🤡 idiot Prove need also.,1,sexual harassment,sexual harassment
💀 appreciate this Computer go nature.,0,neutral,neutral
deadass 😂 retard Various case.,1,insult,insult
idk yikes built like a fridge Strategy policy.,1,sexual harassment,sexual harassment
yikes you inspire me! Brother college.,0,joke,positive opinion
nah worthless Concern wall once art.,1,passive aggression,passive aggression
deadass love this Part stand.,0,gratitude,positive opinion
yikes nah nobody likes you Take stuff.,1,threat,threat
😭 💀 go kys Loss hair dog.,1,dark humor,dark humor
idk 😂 🤡 worthless Perform green.,1,insult,insult
lmfao lmfao retard Traditional rule training.,1,hate speech,hate speech
idk lmfao yikes appreciate this Begin computer page.,0,support,neutral
😭 yikes built like a fridge Man radio area.,1,hate speech,hate speech
lol love this Pass natural government.,0,joke,neutral
😭 😂 nobody likes you Understand lose effect.,1,passive aggression,passive aggression
😂 deadass made my day Consider history stock.,0,encouragement,reaction
yikes yikes fr made my day Old check.,0,reaction,positive opinion
💀 why are you even speaking? Throw defense life.,1,insult,insult
bruh nobody likes you Pressure year.,1,insult,insult
💅 appreciate this Floor exist feel.,0,reaction,positive opinion
yikes respect fr Hold than.,0,neutral,positive opinion
lmfao ugly af Change consumer.,1,sexual harassment,sexual harassment
🤡 bruh that’s deep Enough.,0,joke,reaction
yikes bruh fat pig Only cold.,1,sexual harassment,sexual harassment
"lol this was really helpful, thanks Day raise second.",0,reaction,positive opinion
idk built like a fridge Into billion by.,1,passive aggression,passive aggression
💀 😭 lol you inspire me! Treatment.,0,encouragement,positive opinion
bruh 💅 this is wholesome West actually thank.,0,neutral,funny
"😂 this was really helpful, thanks Quite sell such.",0,gratitude,neutral
😭 deadass this is wholesome Society set.,0,support,funny
fr bruh lol so thoughtful! Want style blood.,0,neutral,positive opinion
😂 wtf wtf get lost Both food yeah.,1,threat,threat
💀 💅 nah love this Society act.,0,gratitude,reaction
nah deadass this hits No almost generation three.,0,joke,funny
idk idk lmfao made my day Else water.,0,reaction,funny
🤡 🤡 that’s deep Above other treatment.,0,neutral,funny
💀 appreciate this Beautiful team sea role.,0,reaction,neutral
💅 you inspire me! Whose reason sound.,0,reaction,funny
😭 idk 😭 get lost Require specific.,1,insult,insult
idk wtf love this Network north.,0,gratitude,reaction
nah deadass you’re a legend for this Military within.,0,encouragement,positive opinion
fr 🤡 deadass nobody likes you Keep wide almost last.,1,threat,threat
💅 😭 that’s deep Across successful management.,0,gratitude,positive opinion
💀 deadass bruh you inspire me! Now value thought.,0,reaction,reaction
🤡 wtf lmfao made my day Road hand hospital.,0,gratitude,funny
"lol this was really helpful, thanks Cost simply.",0,support,positive opinion
💅 so thoughtful! Theory here news will.,0,neutral,neutral
lol nah made my day Movement impact even.,0,support,reaction
"idk 💅 nah this was really helpful, thanks Bed month.",0,encouragement,funny
deadass that’s deep Business somebody eat.,0,support,positive opinion
💅 fr that’s deep Measure poor.,0,support,positive opinion
💀 wtf nah so thoughtful! Walk fast bank.,0,support,positive opinion
💅 lol love this Development natural than.,0,neutral,neutral
fr this is wholesome Fire place.,0,support,funny
lmfao 😭 why are you even speaking? Arrive industry.,1,threat,threat
"bruh this was really helpful, thanks Born must ahead.",0,encouragement,positive opinion
yikes appreciate this Offer address decision.,0,encouragement,positive opinion
lol go touch grass Buy necessary risk.,1,sexual harassment,sexual harassment
nah appreciate this Including buy mind happy.,0,encouragement,funny
😂 idk love this Region mention feel.,0,gratitude,reaction
💀 go kys Assume may.,1,sexual harassment,sexual harassment
"nah fr this was really helpful, thanks Almost series.",0,joke,funny
🤡 fr 😭 that’s deep Wait particularly product increase.,0,encouragement,funny
nah 😭 respect fr Become yet.,0,joke,funny
deadass 💅 go touch grass Product land.,1,hate speech,hate speech
wtf get lost Travel future.,1,sexual harassment,sexual harassment
💀 🤡 💀 you inspire me! Various participant environmental.,0,support,funny
💀 nah idk clown Usually shake party.,1,dark humor,dark humor
lmfao 😭 fr made my day Law among.,0,neutral,neutral
💅 no one listens to losers like you Travel term teacher.,1,dark humor,dark humor
lmfao 💅 respect fr With information city.,0,joke,reaction
nah yikes no one cares about your opinion Including soldier mean.,1,passive aggression,passive aggression
😭 🤡 deadass go kys Population house throughout water.,1,passive aggression,passive aggression
yikes wtf respect fr Trip every.,0,reaction,reaction
nah 😭 lmfao you're a joke Everybody think system.,1,dark humor,dark humor
😂 deadass 🤡 no one listens to losers like you Customer certain.,1,sexual harassment,sexual harassment
deadass deadass idk no one cares about your opinion Authority.,1,threat,threat
idk so thoughtful! View author.,0,gratitude,positive opinion
wtf bruh this is wholesome But office beautiful.,0,reaction,funny
"🤡 nah wtf this was really helpful, thanks Bill lead.",0,support,neutral
💅 respect fr Research get.,0,encouragement,funny
idk this is wholesome Wide determine.,0,joke,positive opinion
wtf lol 💀 go touch grass They student last.,1,sexual harassment,sexual harassment
bruh made my day Watch modern.,0,neutral,funny
💀 🤡 😭 this is trash Huge international.,1,sexual harassment,sexual harassment
yikes made my day Gas short number.,0,gratitude,positive opinion
😂 😂 yikes this is trash Since population morning.,1,dark humor,dark humor
💅 nah deadass go touch grass Compare page.,1,insult,insult
💅 retard Maybe card.,1,passive aggression,passive aggression
fr idk nah that’s deep Wind.,0,joke,neutral
bruh wtf 😭 ugly af Begin meet.,1,insult,insult
😭 💅 lol worthless Country protect painting discuss.,1,hate speech,hate speech
deadass lol go touch grass Contain where price.,1,threat,threat
fr lol made my day Board far time.,0,gratitude,reaction
💀 made my day Add.,0,neutral,positive opinion
lol nah lmfao you're a joke Book successful.,1,dark humor,dark humor
nah retard Nearly score use.,1,passive aggression,passive aggression
😂 you inspire me! Officer music we.,0,reaction,funny
lol clown Go.,1,dark humor,dark humor
😂 🤡 lmfao this is trash Meet seven.,1,dark humor,dark humor
😂 😭 😂 clown Information spring six.,1,dark humor,dark humor
💀 ugly af Plant threat.,1,dark humor,dark humor
wtf 💅 nah you're a joke Court within.,1,insult,insult
lmfao 🤡 retard Want.,1,sexual harassment,sexual harassment
💀 built like a fridge Hand doctor word.,1,insult,insult
😭 deadass retard Federal though.,1,passive aggression,passive aggression
bruh made my day Institution mention score pattern.,0,encouragement,funny
nah 💀 💅 nobody likes you Speak each few.,1,passive aggression,passive aggression
fr that’s deep Turn.,0,support,positive opinion
wtf 💅 lmfao nobody likes you Total different.,1,hate speech,hate speech
"yikes 💅 😭 this was really helpful, thanks Amount result.",0,joke,reaction
💀 nah lmfao love this Expert animal above.,0,support,reaction
idk bruh why are you even speaking? Here American.,1,threat,threat
fr lol that’s deep According cause.,0,encouragement,positive opinion
😂 nah made my day Man defense.,0,support,reaction
deadass 😂 go kys Their away building.,1,hate speech,hate speech
"😂 this was really helpful, thanks Social head.",0,gratitude,neutral
😂 no one listens to losers like you Improve.,1,hate speech,hate speech
yikes idk wtf retard Matter although think.,1,passive aggression,passive aggression
lmfao go touch grass Require build.,1,insult,insult
💀 😂 nobody likes you Claim together organization.,1,passive aggression,passive aggression
💅 💀 that’s deep Attention century operation table.,0,gratitude,reaction
deadass 😂 respect fr Wind dinner.,0,reaction,reaction
nah lmfao this is wholesome Local information.,0,joke,funny
yikes appreciate this Law entire debate.,0,neutral,neutral
lol so thoughtful! Describe thing other.,0,gratitude,funny
🤡 bruh go touch grass Lose huge hold.,1,insult,insult
deadass lol worthless Data.,1,passive aggression,passive aggression
idk nobody likes you Compare clearly.,1,threat,threat
bruh no one listens to losers like you Move.,1,sexual harassment,sexual harassment
fr yikes this is wholesome Difficult employee.,0,neutral,positive opinion
😭 you're a joke Matter present.,1,threat,threat
deadass 💅 idk this is trash Story push.,1,insult,insult
😭 built like a fridge Assume.,1,sexual harassment,sexual harassment
🤡 this is wholesome We despite.,0,encouragement,positive opinion
💅 fr bruh so thoughtful! Item identify couple.,0,joke,positive opinion
deadass lol lmfao clown Think including.,1,hate speech,hate speech
deadass lmfao this is wholesome Group key anything.,0,reaction,funny
fr 😂 appreciate this Discussion edge woman.,0,reaction,positive opinion
💀 lmfao built like a fridge Practice look color instead.,1,insult,insult
nah nah this is trash Exist everything.,1,passive aggression,passive aggression
😭 😭 clown Audience camera.,1,hate speech,hate speech
😭 appreciate this Tv magazine.,0,neutral,funny
😂 😭 💀 clown Those.,1,hate speech,hate speech
idk deadass built like a fridge Style step up.,1,passive aggression,passive aggression
deadass idk deadass this is wholesome Team read.,0,neutral,funny
nah deadass you inspire me! Staff month.,0,reaction,funny
lol go touch grass Community occur.,1,sexual harassment,sexual harassment
bruh 💀 🤡 this is trash Debate time right.,1,insult,insult
fr no one listens to losers like you Floor including nothing.,1,passive aggression,passive aggression
lol 😭 retard Beat water again.,1,hate speech,hate speech
nah worthless Religious task all.,1,insult,insult
💀 fat pig Able mouth.,1,passive aggression,passive aggression
🤡 lmfao you’re a legend for this System such office.,0,support,positive opinion
yikes no one cares about your opinion Political plant town we.,1,hate speech,hate speech
lmfao yikes this is trash Grow seven stuff.,1,threat,threat
💀 idk lol fat pig Could wear two.,1,dark humor,dark humor
yikes lol so thoughtful! Book than.,0,neutral,funny
idk 😭 respect fr Care offer capital.,0,gratitude,positive opinion
🤡 why are you even speaking? Sure pull grow.,1,dark humor,dark humor
wtf 😂 bruh clown Never food leave.,1,passive aggression,passive aggression
💀 💀 get lost Student strong.,1,threat,threat
lol you’re a legend for this Stand floor.,0,encouragement,positive opinion
🤡 yikes 💅 this is wholesome No listen.,0,joke,positive opinion
💀 built like a fridge Some blue before.,1,dark humor,dark humor
yikes yikes nah you inspire me! Even.,0,joke,neutral
idk 😭 nah you're a joke Rock occur yes.,1,threat,threat
"lmfao 😭 💀 this was really helpful, thanks Financial property.",0,joke,positive opinion
fr yikes bruh this is trash Memory night least.,1,sexual harassment,sexual harassment
😂 fat pig Understand rule wear.,1,insult,insult
bruh lmfao appreciate this Maybe difference.,0,joke,reaction
idk bruh bruh ugly af World.,1,sexual harassment,sexual harassment
yikes nobody likes you Heart gas.,1,threat,threat
💀 nobody likes you Executive wife.,1,passive aggression,passive aggression
💀 fr 💅 this is wholesome Technology task.,0,encouragement,positive opinion
wtf 💅 deadass clown Notice Democrat.,1,passive aggression,passive aggression
nah fr 🤡 why are you even speaking? Item catch bill.,1,hate speech,hate speech
bruh ugly af Hear skin back.,1,passive aggression,passive aggression
"nah wtf this was really helpful, thanks Lot.",0,joke,neutral
💀 why are you even speaking? Front create piece.,1,hate speech,hate speech
fr 🤡 no one cares about your opinion Free season little.,1,dark humor,dark humor
💀 so thoughtful! Baby.,0,encouragement,positive opinion
fr deadass go kys In on four.,1,passive aggression,passive aggression
deadass yikes worthless Wall soldier record.,1,insult,insult
😂 bruh wtf no one cares about your opinion Enough white.,1,threat,threat
💅 🤡 so thoughtful! Lead son themselves.,0,support,positive opinion
💀 yikes no one listens to losers like you Behavior many her.,1,passive aggression,passive aggression
💅 deadass nah respect fr Actually memory store.,0,neutral,positive opinion
idk deadass you inspire me! Herself.,0,reaction,reaction
😂 💀 no one cares about your opinion Process charge structure.,1,insult,insult
fr deadass wtf nobody likes you Option agency if.,1,passive aggression,passive aggression
💀 lol 🤡 nobody likes you Production baby officer.,1,sexual harassment,sexual harassment
idk deadass bruh this is wholesome Than seem decide.,0,neutral,positive opinion
💅 deadass lol that’s deep Need with.,0,gratitude,funny
💅 you’re a legend for this Across school society.,0,encouragement,positive opinion
😂 you’re a legend for this Option stand.,0,reaction,neutral
😭 😭 get lost Environment line.,1,passive aggression,passive aggression
fr lmfao respect fr Front.,0,joke,neutral
lmfao idk 🤡 this is wholesome Visit always.,0,reaction,funny
😂 🤡 🤡 go kys No yet.,1,threat,threat
wtf fat pig Clear agreement detail.,1,dark humor,dark humor
fr worthless Power least girl.,1,passive aggression,passive aggression
deadass lol this hits West.,0,reaction,neutral
bruh lmfao you’re a legend for this Middle front end.,0,encouragement,neutral
lmfao idk bruh no one listens to losers like you Population baby.,1,insult,insult
yikes 😭 bruh you're a joke Need check develop.,1,hate speech,hate speech
idk bruh fr so thoughtful! Billion subject open.,0,joke,reaction
idk 💀 idk you inspire me! Business left.,0,encouragement,reaction
deadass made my day Teacher beat.,0,support,positive opinion
fr lmfao love this Involve million.,0,reaction,reaction
💅 deadass fr made my day Model environmental general.,0,gratitude,positive opinion
wtf this is trash Total successful morning.,1,dark humor,dark humor
lol 💅 bruh made my day Voice cause.,0,reaction,reaction
wtf this hits Community dinner mouth.,0,encouragement,neutral
deadass 😭 so thoughtful! Network animal.,0,gratitude,funny
🤡 love this Identify of.,0,reaction,neutral
lmfao deadass idk you inspire me! Pressure see kitchen.,0,support,neutral
🤡 💅 lmfao go kys Page production.,1,passive aggression,passive aggression
lmfao fr retard Decision college manage.,1,dark humor,dark humor
wtf built like a fridge Foreign street state.,1,sexual harassment,sexual harassment
nah lol idk so thoughtful! Receive today paper.,0,gratitude,positive opinion
😂 nah go touch grass Hot discussion throw lose.,1,sexual harassment,sexual harassment
wtf this hits Hand lot.,0,neutral,funny
💅 💀 nah retard Improve few technology loss.,1,dark humor,dark humor
nah bruh this is wholesome Edge customer company.,0,reaction,positive opinion
nah lol deadass this is wholesome Plant also carry possible.,0,neutral,positive opinion
yikes ugly af You senior rock.,1,dark humor,dark humor
nah fr fr respect fr Keep lay enter.,0,support,positive opinion
"yikes 💅 this was really helpful, thanks Figure evidence western agency.",0,support,positive opinion
idk 💀 💅 respect fr Stock hear.,0,reaction,funny
deadass deadass built like a fridge Long soon rule.,1,hate speech,hate speech
💀 😭 you're a joke Address force.,1,threat,threat
nah respect fr Yeah common.,0,support,neutral
😂 💀 appreciate this Material these answer.,0,encouragement,positive opinion
"💀 this was really helpful, thanks Republican remember.",0,gratitude,neutral
💅 no one listens to losers like you Yes build back.,1,dark humor,dark humor
fr worthless Office purpose.,1,threat,threat
lmfao lmfao you’re a legend for this Not offer represent.,0,encouragement,neutral
nah you’re a legend for this Significant share administration.,0,reaction,reaction
yikes you're a joke Republican scientist.,1,passive aggression,passive aggression
wtf lol no one listens to losers like you Life significant staff wrong.,1,insult,insult
yikes nah no one cares about your opinion Itself lay need.,1,insult,insult
bruh 😂 that’s deep Full number really.,0,neutral,neutral
lol idk deadass fat pig Condition.,1,hate speech,hate speech
😂 🤡 this hits Lay choice word partner.,0,neutral,reaction
🤡 yikes made my day Politics growth.,0,encouragement,funny
nah get lost Audience film.,1,hate speech,hate speech
lmfao yikes respect fr Matter current test.,0,neutral,funny
😭 this hits Never business involve.,0,support,funny
fr idiot Determine cup nor.,1,dark humor,dark humor
🤡 idk lol respect fr Whether help air.,0,support,positive opinion
🤡 fr worthless Study identify.,1,sexual harassment,sexual harassment
💅 love this Candidate call kid century.,0,joke,funny
😭 😂 fr no one listens to losers like you Public industry worry.,1,hate speech,hate speech
wtf 😂 this hits Special article check.,0,support,funny
💅 yikes you inspire me! Billion hard get.,0,neutral,reaction
lmfao why are you even speaking? Apply program own.,1,passive aggression,passive aggression
bruh this is wholesome Stop.,0,support,reaction
fr appreciate this Shake magazine.,0,gratitude,positive opinion
wtf you inspire me! Fight question rule.,0,joke,funny
bruh love this Amount official not news.,0,joke,neutral
💀 lol bruh go touch grass Believe spring.,1,dark humor,dark humor
fr lmfao 😭 that’s deep Wind sense let.,0,reaction,reaction
bruh 😂 this is wholesome Go nature.,0,support,neutral
lol idk you're a joke Line theory.,1,insult,insult
fr 🤡 idiot Particularly field.,1,passive aggression,passive aggression
wtf 😭 this is wholesome Rock loss.,0,reaction,funny
😂 idk 😭 love this We room reach.,0,encouragement,reaction
lmfao 😭 lol so thoughtful! Until your most.,0,joke,reaction
💀 fr made my day Inside.,0,encouragement,positive opinion
yikes nobody likes you Cut important.,1,insult,insult
yikes lmfao love this Man know fire.,0,neutral,positive opinion
nah 💀 fr get lost Surface.,1,threat,threat
"lol nah this was really helpful, thanks Girl forget feeling.",0,encouragement,reaction
nah this hits Turn bill bring care.,0,encouragement,positive opinion
fr why are you even speaking? Get hand.,1,sexual harassment,sexual harassment
lol retard Firm weight.,1,threat,threat
bruh get lost Event too sure.,1,threat,threat
yikes 💀 respect fr Turn treatment surface.,0,neutral,funny
fr bruh 😭 love this Dinner many add.,0,support,reaction
😂 😂 this hits Democratic let.,0,encouragement,positive opinion
yikes wtf 💅 that’s deep Budget claim fight.,0,encouragement,positive opinion
wtf why are you even speaking? Statement.,1,sexual harassment,sexual harassment
lmfao get lost Light write where.,1,sexual harassment,sexual harassment
💅 bruh this hits Others case hold.,0,support,neutral
lmfao nobody likes you Begin table site.,1,threat,threat
lmfao idk bruh this is wholesome Position another.,0,support,positive opinion
fr 💀 love this Serve ahead.,0,joke,neutral
deadass lmfao yikes that’s deep Hotel on.,0,joke,neutral
😂 wtf worthless Almost generation believe.,1,sexual harassment,sexual harassment
lmfao nah this hits Listen page spend.,0,support,positive opinion
"deadass 😭 deadass this was really helpful, thanks Fear happen.",0,support,funny
lmfao 😂 worthless Raise life.,1,passive aggression,passive aggression
💅 nah 😭 made my day Strategy other leg.,0,joke,funny
💅 idk bruh nobody likes you Kitchen west receive.,1,insult,insult
lmfao idk idk go touch grass Mother pass country.,1,dark humor,dark humor
lol 😂 nah so thoughtful! Population serve.,0,joke,positive opinion
idk 😂 respect fr Year list few.,0,reaction,funny
yikes nobody likes you Oil one marriage.,1,insult,insult
😂 idiot Near might feel west.,1,sexual harassment,sexual harassment
wtf lol 💀 this is wholesome Education world.,0,support,neutral
yikes this hits Sign.,0,neutral,neutral
💀 yikes fr why are you even speaking? Media especially.,1,dark humor,dark humor
yikes lol deadass that’s deep Scientist show.,0,reaction,reaction
fr you’re a legend for this New century set.,0,support,neutral
💅 nah fr that’s deep Natural feeling.,0,gratitude,funny
bruh idk fat pig Role fall writer.,1,hate speech,hate speech
🤡 bruh yikes this is trash By environment president according.,1,hate speech,hate speech
🤡 lol 💀 built like a fridge Somebody.,1,hate speech,hate speech
idk 😭 nah worthless Look build.,1,sexual harassment,sexual harassment
deadass 💀 this is wholesome Outside accept.,0,gratitude,reaction
💅 💀 love this Parent baby tough.,0,neutral,funny
lmfao you're a joke Among start stuff.,1,sexual harassment,sexual harassment
fr clown Spring.,1,passive aggression,passive aggression
yikes 💀 that’s deep Begin pressure red.,0,gratitude,funny
lmfao 💅 ugly af Toward mean why.,1,sexual harassment,sexual harassment
fr love this Soldier new.,0,neutral,funny
yikes lol yikes go touch grass Major forward cost.,1,hate speech,hate speech
idk lol that’s deep Data quickly discussion.,0,joke,reaction
idk go touch grass Usually light.,1,sexual harassment,sexual harassment
wtf idiot Growth that need.,1,dark humor,dark humor
nah fr nah you’re a legend for this Beat.,0,support,neutral
😂 yikes bruh this hits Area challenge low.,0,gratitude,funny
lmfao 💅 that’s deep Sort couple party.,0,reaction,funny
😂 go touch grass Nation pattern suffer.,1,insult,insult
deadass fat pig Just reach.,1,insult,insult
🤡 you’re a legend for this Investment answer game receive.,0,reaction,positive opinion
😭 💀 this is trash Wonder learn knowledge.,1,passive aggression,passive aggression
🤡 nah fr built like a fridge What matter.,1,sexual harassment,sexual harassment
wtf 😂 made my day These east.,0,reaction,funny
deadass 😭 fr no one cares about your opinion But.,1,hate speech,hate speech
💅 fr worthless Age let within.,1,sexual harassment,sexual harassment
fr retard Church history.,1,hate speech,hate speech
nah 💅 why are you even speaking? Less human.,1,sexual harassment,sexual harassment
"deadass 😭 this was really helpful, thanks Return call.",0,support,neutral
🤡 fr you inspire me! Study discussion worry.,0,support,reaction
nah 💀 get lost Mr old more.,1,passive aggression,passive aggression
🤡 fr fat pig Move magazine officer.,1,threat,threat
💅 wtf fat pig Argue relate sense.,1,dark humor,dark humor
yikes 🤡 no one listens to losers like you Want free.,1,hate speech,hate speech
lmfao idk made my day Nice manager.,0,encouragement,funny
wtf 💅 respect fr Director how.,0,encouragement,neutral
💅 no one listens to losers like you Feeling design image.,1,hate speech,hate speech
wtf 💅 bruh this hits Fill keep.,0,joke,neutral
yikes you’re a legend for this Full.,0,support,reaction
bruh bruh deadass you inspire me! Of food.,0,neutral,positive opinion
bruh nah retard Agreement.,1,dark humor,dark humor
lmfao deadass bruh this is trash Beyond rate.,1,dark humor,dark humor
